IDENTITE_OPERATEUR;CODE_OPERATEUR;SIRET_ACTEUR;RCS_ACTEUR;ADRESSE_COMPLETE_ACTEUR;BESOIN_RES_NUM;DATE_DECLARATION_OPERATEUR
Unyc;SVCM;47804106400070;Le Mans; 3 PLACE DES IFS  72000 LE MANS   ;1;23/11/2007 00:00
Up it;UPTT;91027521300015;Lyon; 14-22 AVENUE BARTHELEMY THIMONNIER  69300 CALUIRE ET CUIRE   ;0;16/03/2022 00:00
Upsale;UPSA;44367747100015;Paris; 3 RUE TROYON  75017 PARIS   ;0;30/06/2011 00:00
VA Solutions;VASO;50392478900038;Nantes; 3 RUE DU TISSERAND  44800 SAINT HERBLAIN   ;1;10/06/2009 00:00
VAISSET Louis;RENE;84816083400018;Paris; 3 COURS DU SEPTIEME ART  75019 PARIS   ;0;12/01/2022 00:00
Val de Loire Fibre;VDLF;834420804;BLOIS; 37 A ALLEE DES PINS  41000 BLOIS   ;0;24/01/2018 00:00
Val d'Oise Fibre;VOFI;82872707300029;Pontoise; 12 AVENUE DES BEGUINES  95800 CERGY   ;0;24/04/2017 00:00
Valesys;VALE;51342061200014;Bobigny; 2 BOULEVARD DE LA LIBERATION  93200 SAINT-DENIS   ;0;06/09/2017 00:00
Vallée de Chamonix Mont-Blanc connectée;VCMB;88148019800012; Nanterre;IMMEUBLE CRISCO UNO 3-5-7 AVENUE DE LA CRISTALLERIE  92310 SEVRES   ;0;23/03/2020 00:00
Valofibre;VALO;80320201900037;Nanterre; 124 BOULEVARD DE VERDUN  92400 COURBEVOIE   ;0;16/07/2014 00:00
Vanco SAS;VANC;38849648100051;Nanterre;TOUR ARIANE 5 PLACE DE LA PYRAMIDE  92088 PARIS LA DEFENSE  CEDEX ;0;21/02/2005 00:00
Var Très Haut Débit;VTHD;81939875100001;Toulon; 66 AVENUE DE L'AMIRAL DAVELUY BP 113 83000 TOULON   ;0;05/12/2018 00:00
Vast new telecom;VAST; ;B214343 Luxembourg; 2 RUE DU BRILL  3397 LUXEMBOURG   LUXEMBOURG;1;09/05/2017 00:00
VD com;VDCM;43145426300010;LA ROCHE SUR YON; 7 RUE DU TREBUCHET LA RIBOTIERE  85170 LE POIRE-SUR-VIE   ;0;12/07/2018 00:00
Vecteur TC;VETC;50256280400018;Aix-en-Provence;LA LUCIE D OR 21 AVENUE JULES FERRY  13100 AIX-EN-PROVENCE   ;0;11/12/2019 00:00
Vectone mobile;MUND;75029724400014;PARIS; 58 AVENUE DE WAGRAM  75017 PARIS   ;0;19/03/2012 00:00
Veldissimo telecom;VELD;82079692800019;Cayenne; 19B AVENUE D'ESTREES  97300 CAYENNE   ;1;01/12/2016 00:00
Verixi;VERX;90245756300010;Paris; 1 RUE DE STOCKHOLM  75008 PARIS   ;0;12/05/2022 00:00
Verizon France;MCI;39851716900023;Nanterre;TOUR CB21 16 PLACE DE L'IRIS CS 90048 92040 PARIS LA DEFENSE  CEDEX ;1;12/12/1996 00:00
Versus pro;VRSP;90801546400013;Narbonne; 4 AVENUE DES PYRENEES  11100 NARBONNE   ;0;02/09/2022 00:00
Vespertel;VSPR;95231357500013;Nanterre; 4 RUE FILLIETTE NICOLAS PHILIBERT  92500 RUEIL-MALMAISON   ;0;26/06/2023 00:00
Viadialog;VIAD;75255612600015;PARIS; 152 BOULEVARD PEREIRE  75017 PARIS   ;1;17/06/2013 00:00
Vialis;VIAL;45127984800019;Colmar; 10 RUE DES BONNES GENS CS 70187 68004 COLMAR CEDEX   ;0;17/02/2006 00:00
Viapass networks;VIAP;79086349200019;CANNES; 105 BOULEVARD DE LA REPUBLIQUE  06400 CANNES   ;1;13/02/2013 00:00
Viatel global services France;VGSF;81445487200023;Nanterre; 105 RUE ANATOLE FRANCE  92300 LEVALLOIS-PERRET   ;1;15/12/2015 00:00
VIATELECOM;VTCM;47949681200021;Paris; 152 BOULEVARD PEREIRE  75017 PARIS   ;0;15/10/2007 00:00
Vienne numérique;VIEN;82918522200017;Poitiers;TELEPORT 1 - BATIMENT AROBASE 3 AVENUE DU FUTUROSCOPE  86360 CHASSENEUIL-DU-POITOU   ;0;18/01/2018 00:00
VIR2UE COMMUNICATIONS LTD;VR2U; ;08763268 London, UK;BOUNDS GREEN 12 GATEWAY MEWS  N11 2UT LONDON   ROYAUME-UNI;0;31/03/2022 00:00
Virtual solutions Ltd;VISO; ;10993   Mahe SEYCHELLES;MONT FLEURI 10993 303 AARTI CHAMBERS  XXXX MAHE   SEYCHELLES;0;27/01/2023 00:00
Virtualglobalphone;VRTP; ;001028932 02006 Hong Kong;ALLIANCE COMMERICAL BLDG CENTRAL 703 133 CONNAUGHT ROAD  12345 CENTRAL   HONG-KONG;0;26/11/2022 00:00
Vist and com;VICO;79996818500022;Le Mans;ZAC DE LA CARTOUCHERIE 8 BOULEVARD RENE CASSIN  72100 LE MANS   ;0;18/12/2017 00:00
Vitalis;VTLS;79180807400052;Paris; 49 RUE DU GENERAL DE GAULLE  94430 CHENNEVIERES SUR MARNE   ;0;13/03/2023 00:00
VITEip;VITE;79793567300013;Lille; 24 RUE ADELINE PICQUE  59221 BAUVIN   ;0;30/03/2015 00:00
Vocalcom;VOCA;40197363100070;Paris;ETOILE ST-HONORE 21-25 RUE BALZAC  75008 PARIS   ;1;26/09/2022 00:00
VOCALCOM MENAT;VOME;246872006;B246872006 RCS Tunis;RÉSIENCE EL MAJD RUE DU LAC DE CONSTANCE - LES BERGES D  1053 TUNIS   TUNISIE;0;16/02/2011 00:00
Vodafone Enterprise France SAS;CAWI;38030881700101;Nanterre;TOUR EUROPLAZA 20 AVENUE ANDRE PROTHIN  92400 COURBEVOIE LA DEFENSE  CEDEX ;1;25/08/1998 00:00
Voice Teams;VCTM;90258177600025;Paris;BUREAU 326 59 RUE DE PONTHIEU  75008 PARIS   ;0;04/09/2023 00:00
Voiceflex Ltd;VCFX; ;003544845 Coventry; 13 BOW COURT  CV5 6SP COVENTRY   ROYAUME-UNI;1;13/12/2022 00:00
Voicehost limited;VCHS; ;5851537; 63 THORPE ROAD  NR11UD NORWICH NORFOLK  ROYAUME-UNI;0;18/02/2022 00:00
Voip telecom;VOIM;50418936600033;Nanterre; 105 JULES GUESDE  92300 LEVALLOIS PERRET   ;1;01/08/2016 00:00
Voiped telecom;VPED;85114254700013;Paris ; 10 PLACE VENDOME  75001 PARIS   ;1;30/09/2021 00:00
Vonage BV;VONG; ;814599941 Amsterdam; BASISWEG 10  1043AP AMSTERDAM   PAYS-BAS;1;09/09/2022 00:00
Votel;VOEL;80282733700014;Créteil; 8 RUE D'ESTIENNE D'ORVES  94000 CRETEIL   ;1;26/06/2014 00:00
Voxatic;VXAT;81964607600029;grenoble; 170 RUE DE CHATAGNON  38430 MOIRANS   ;0;19/07/2021 00:00
Voxbone;VOXB; ;Bruxelles 0478 928 788;CLAUS BUILDING AVENUE LOUISE 489  1050 BRUSSELS   BELGIQUE;1;25/08/2006 00:00
Voxidis;VXDS;81799786900018;EVRY; 15 AVENUE DE NORVEGE  91140 VILLEBON SUR YVETTE   ;1;27/03/2016 00:00
Voxnode;NIMU;51918898100020;Fréjus;BAT. LE SPLENDID AZUR 4 AVENUE DE LATTRE DE TASSIGNY  83120 SAINTE-MAXIME   ;1;18/03/2018 00:00
VoziT;VOZI;83259838700013;Angers; 2 CHEMIN DE LA ROCHE ANDARD  49800 LOIRE AUTHION   ;0;26/06/2018 00:00
VTSL Limited;VTSL; ;UK resgistration number 02705136; 5 NICKOLS WALK  SW18 1BZ LONDON   ROYAUME-UNI;0;11/01/2023 00:00
VueTel;VUET; ;2891 Registre Italie;VIA DELLA GIUSTINIANA 1012    00189 ROMA   ITALIE;1;01/07/2015 00:00
W3tel;W3TE;48789115200042;EVRY;MINIPARC DU VERGER - IMMEUBLE G 1 RUE DE TERRE NEUVE  91940 LES ULIS   ;1;14/05/2009 00:00
Waad universelle Europe;WAAD;90070609400019;Créteil; 8T PLACE HENRI D'ASTIER  94220 CHARENTON LE PONT   ;1;05/07/2021 00:00
Wanatel;WAEL;51500760700051;Pontoise; 10 RUE PENTHIEVRE  75008 PARIS   ;1;12/11/2009 00:00
Wancare;WNCR;84823433200015;Meaux; 17 RUE MOZART  77185 LOGNES   ;0;03/08/2021 00:00
Wavecrest communications France;WAVE;40230351500058;Nanterre; 45 RUE ANATOLE FRANCE  92300 LEVALLOIS PERRET   ;0;28/07/1998 00:00
Waycom integration;AIUS;42132183700146;Nanterre; 1 QUAI MARCEL DASSAULT  92150 SURESNES   ;0;21/05/2012 00:00
Waycom retail;WARE;50309181100060;Nanterre; 1 QUAI MARCEL DASSAULT  92150 SURESNES   ;1;29/07/2011 00:00
Wayscom;R188;48390422300029;CAYENNE; 513 LOTISSEMENT Z.I. COLLERY V  97300 CAYENNE   ;1;16/08/2006 00:00
We.tech it;WTCH;89423568800013;Paris; 10 RUE DU COLISEE  75008 PARIS   ;0;22/11/2021 00:00
Weaccess group;INFS;40215661600037;Rouen;TECHNOPOLE DU MADRILLET 59 RUE CAROLINE HERSCHEL  76800 SAINT-ETIENNE-DU-ROUVRAY   ;1;20/10/2003 00:00
Webaxys;WEYS;42966838700047;Rouen;PARC BERTEL - LOT 22 355 RUE VICTOR HUGO  76300 SOTTEVILLE-LES-ROUEN   ;0;09/05/2017 00:00
Welio;WELI;80307747800011;Créteil; 1 VOIE FELIX EBOUE  94000 CRETEIL   ;0;30/03/2017 00:00
Welltel Ireland Limited;WLLT; ;Ireland (Dublin) Company Registration Number 424381;TURNPIKE ROAD SAINT JOAN'S INDUSTRIAL ESTATE  D22 NP49 DUBLIN   IRLANDE;1;06/01/2023 00:00
West info;WEIN;81852512300027;"La Roche-sur-Yon	"; IMPASSE DU PRESSOIR  85700 POUZAUGES   ;0;09/08/2019 00:00
Westelecom;WSTL;88085900400017;Brest; 235 RUE ERNEST HEMINGWAY  29200 BREST   ;0;19/10/2022 00:00
Wesy;WESY;83894688700018;Pau; 3 RUE DE LIVRON  64000 PAU   ;1;12/06/2018 00:00
Wico;WICO;80000973000014;Lyon;19 DOMAINE DES CEDRES 101 RUE DE LA MACONNIERE  69390 VERNAISON   ;0;06/02/2016 00:00
WICONNECT;R210;49395069500012; ; 14 RUE CHARLES GIDE  61000 ALENCON   ;0;14/02/2007 00:00
Widome;WDOM;82202956700010;Clermont-Ferrand; 18B ROUTE DE SAINT GENEST  63200 MARSAT   ;0;02/07/2018 00:00
Wiix telecom;WIIX;92103523400019;Lyon; 64 RUE JEAN JAURES  69100 VILLEURBANNE   ;0;08/02/2023 00:00
Wildix EE OU;WLDX; ;12915667 Tallinn Estonia; LAEVA TN. 2  10111 TALLINN   ESTONIE;0;10/05/2021 00:00
Wirelan;WRLN;90867104300010;Paris; 34 AV DES CHAMPS ELYSEES  75008 PARIS   ;0;06/01/2022 00:00
Wireless logic SAS;WILO;75199999600034;Montpellier;LE LINER 2630 AVENUE GEORGES FRECHE  34470 PEROLS HERAULT  ;1;24/11/2022 00:00
Wisper;WSPR;49172341700094;Rouen; 11 RUE DUMONT D URVILLE  76000 ROUEN   ;0;09/02/2022 00:00
Witel;WTEL;75381658600048;Nanterre; 24-26 RUE RENNEQUIN  75017 PARIS   ;0;09/02/2021 00:00
Wonet;WONE;83086828700012;Nanterre; 31-33 RUE JEAN JAURES  92800 PUTEAUX   ;0;22/05/2019 00:00
Worldcall;WORL; ;TVA number: BE 0477781022; 15 AVENUE DES MYRTES 15   1080 BRUXELLES   BELGIQUE;0;02/07/2019 00:00
WORLDLINE COMMUNICATION;WDCO;41467306100027;Paris; 98 RUE LA BOETIE  75008 PARIS   ;0;09/08/2007 00:00
Worldline France;WRDL;509750105;Pontoise;IMMEUBLE RIVER OUEST 80 QUAI VOLTAIRE  95870 BEZONS   ;1;03/05/2021 00:00
X2com Belgium;X2CB; ;BRUXELLES - TVA BE0890.013.008; BRUSSESESTEENWEG 220  1785 MERCHTEM   BELGIQUE;0;14/11/2022 00:00
X2com BV;X2CN; ;Rosmalen (NL) - KvK 18091213; HEIKAMPWEG 5A  5249JX ROSMALEN   PAYS-BAS;0;14/11/2022 00:00
Xena concept;XENA;51069497900012;Meaux; 27 RUE BLANCHE HOTTINGUER  77600 GUERMANTES   ;0;17/11/2021 00:00
Xenop;XENO;82755979000015;La Roche-sur-Yon; 16 RUE THOMAS EDISON  85170 DOMPIERRE-SUR-YON   ;0;30/07/2018 00:00
xFibre;YLLA;80084861600036;Paris; 5 RUE DES SUISSES  75014 PARIS   ;1;13/12/2016 00:00
XpFibre;SFTT;84471758700019;Nanterre; 124 BOULEVARD DE VERDUN  92400 COURBEVOIE   ;0;19/12/2018 00:00
XpFibre 2 Sarres;TDSP;79369975200036;Nanterre;IMMEUBLE CRISCO UNO 3-5-7 AVENUE DE LA CRISTALLERIE  92310 SEVRES   ;0;12/11/2013 00:00
XpFibre 92;CO92;82512817600021;Nanterre;IMMEUBLE CRISCO UNO 3-5-7 AVENUE DE LA CRISTALLERIE  92310 SEVRES   ;0;21/02/2017 00:00
XpFibre Moulins-lès-Metz;TUMO;53748584900039;Nanterre;IMMEUBLE CRISCO UNO 3-5-7 AVENUE DE LA CRISTALLERIE  92310 SEVRES   ;0;23/05/2013 00:00
Yaatel;YAAT; ;1575000/A/A/M/000 Tunisie; 016 S3 CITE EL HANA  7000 BIZERTE   TUNISIE;1;26/12/2022 00:00
Yana fibre;YANA;82450053200026;Cayenne; 10 RUE DE L'UNIVERSITE CORNELL  97300 CAYENNE   ;0;18/06/2021 00:00
Yandee telecom;YAND;97897851800014;Antibes;LE SAINT CHARLES - BAT. B 136 BOULEVARD MARCEL PAGNOL  06700 ST LAURENT DU VAR   ;0;08/09/2023 00:00
YEBA Telecom;YEBA;89829210700015;Bordeaux; 12 RUE ROGER SALENGRO  33150 CENON   ;0;11/05/2021 00:00
Yooth information technology;YOOT;75236728400037;PARIS; 28 RUE DE LONDRES  75009 PARIS   ;1;18/04/2013 00:00
Youpass;MEGA;53327059100035;Nice;IMMEUBLE ARENICE 455 PROMENADE DES ANGLAIS  06200 NICE   ;1;09/05/2014 00:00
Yourvirtualsim Inc.;RNG4; ;45-5559959, Delaware, USA; 626 CAPP STREET SUITE 304  94110 SAN FRANCISCO CALIFORNIE  ETATS-UNIS;0;01/11/2019 00:00
YSI PC;YSIP;50045156200010;Coutances; 24 AVENUE EISENHOWER  50290 BREHAL   ;0;25/02/2020 00:00
Yuutel GmbH;YUUT; ;ATU74502406; LEONARD-BERNSTEIN-STRASSE 10  1220 VIENNE   AUTRICHE;0;24/09/2019 00:00
Yvelines fibre;YVFI;83091540100012;Nanterre; 155 BIS AVENUE PIERRE BROSSOLETTE  92120 MONTROUGE   ;0;21/07/2017 00:00
YZIACT;YZIA;44035595600028;ROMANS-SUR-ISERE;PARC DE LAUTAGNE 42B AVENUE DES LANGORIES  26000 VALENCE   ;0;16/08/2013 00:00
Zaio telecom;ZAOT;91428496300016;Créteil; 51 RUE DES BERGERS  94440 MAROLLES EN BRIE   ;0;03/11/2022 00:00
Zayo infrastructure France;VIAT;41356713200019;Paris; 19/21 RUE POISSONNIERE  75002 PARIS   ;1;05/06/1998 00:00
ZE telecom;ZETE;81500397500019;Saint-Nazaire;LE BOISMAIN ROUTE DE CHAUVE  44210 PORNIC   ;1;05/04/2016 00:00
Zeop;ZEOP;53137929500011;Saint Denis de la Réunion; 39 RUE PIERRE BROSSOLETTE  97420 LE PORT   ;1;19/04/2011 00:00
Zeop mobile;ZEMO;79127091100013;Saint-Denis de la Réunion; 39 RUE PIERRE-BROSSOLETTE  97420 LE PORT   ;1;19/04/2016 00:00
Zetark;ZETA;78925829000012;Dunkerque;CENTRE D'AFFAIRES CREANOR 3 ROUTE DE BERGUES  59210 COUDEKERQUE BRANCHE   ;0;03/12/2014 00:00
Ziron (UK) LTD;ZIRO; ;England and Wales 07597853; 27 OLD GLOUCESTER STREET   LONDON WC1N 3AX   ROYAUME-UNI;0;18/01/2019 00:00
Zoom voice communications Inc.;ZOOM; ;State of Delaware, File number 7000105;SUITE 600 55 ALMADEN BOULEVARD  CA 95113 SAN JOSE   ETATS-UNIS;1;11/01/2019 00:00
